rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE531,No,good,N/A,5,4,people,Sorta interested,45,good,25697449,1,Not Mandatory,"[u'Tough Grader', u'Get ready to read']",3.5,This course has the toughest exams in case one has no access to previous yr's question papers. People having the previous papers have an unfair advantage over others. Projects are easy which constitutes 30 % of the grade. My suggestion to those planning to take this course is solve the past papers for the exams. ,12/15/2015,836306,Yes,,16,3,,average,5.0,people,3.5,10,good
,Yes,CSE466,No,average,A,3,4,person,Really into it,45,good,25695962,1,Not Mandatory,[],4.0,"The instructor knew the theory of the security related concepts that were discussed. He will teach you many different concepts about systems and the security holes each design choice brings. Tests are a bit out there but notes can be used , he did grade on a curve for the class so as long as you try you will do fine.",12/14/2015,836306,Yes,,11,4,,good,3.0,people,4,1,good
,N/A,CSE430,No,good,N/A,5,1,people,Meh,45,awful,25585097,1,Mandatory,"[u'Tough Grader', u'GROUP PROJECTS']",1.0,His sloppy notes look like doodles by a 3 year old. Doesn't answer the questions correctly and is too lazy to teach well.,12/08/2015,836306,Yes,,2,1,,poor,5.0,people,1,11,poor
,N/A,CSE430,Yes,good,Not sure yet,4,2,people,Low,45,poor,25557084,1,N/A,[u'Tough Grader'],2.0,Avoid if possible. Uses a weird ranking system to determine grade standing so it's difficult to determine where you stand. Test average was a 45% with a huge variance and feedback on homework is hard to come by. The midterm and final are worth 30 and 40% of the grade. ,12/05/2015,836306,Yes,,2,2,,average,4.0,people,2,7,average
,N/A,CSE539,No,average,B,3,3,people,Sorta interested,45,poor,24982196,1,Not Mandatory,[],2.0,"Covers interesting topics. Gives the best overview to enable to you to go back and read up.   Doesn't give +- grades which is bad especially if you're in the border of a grade range. Exams have a high value (30% - Midterm, 40% - Final) which is very high for a grad course.  If you're the kind who does well on projects, this isn't a good option.",06/20/2015,836306,Yes,,2,1,,average,3.0,people,2,6,average
,N/A,CSE430,No,good,N/A,4,2,people,Sorta interested,45,poor,24739861,1,N/A,[u'Tough Grader'],1.5,"This guy has, by far, the most bizarre and unforgiving grading scheme. He didn't return some of the homework assignments so I was sailing blind for the midterm. He is not very engaged or interested in how the class learns or performs. He seems like he's been doing this for a while and doesn't care how the class sees him.",05/05/2015,836306,Yes,,3,1,,poor,4.0,people,1.5,11,average
,N/A,CSE539,No,average,N/A,2,4,people,Really into it,45,good,24689425,1,N/A,"[u'Amazing lectures', u'Inspirational']",4.0,"The professor makes the classes interesting and simplifies every concept. Due to the vast syllabus, he does not dig deep into many concepts though. The subject is not very hard. Programming assignments are not very tough either.",04/28/2015,836306,Yes,,8,4,,good,2.0,people,4,3,good
,N/A,CSE430,Yes,good,A+,5,1,people,It's my life,45,awful,24540408,1,Not Mandatory,[u'Tough Grader'],1.0,"If you have the choice of picking another instructor who teaches the same topic, I would highly recommend so. Dasgupta is not good in explaining the concepts well. And on top of that, his TA is arrogant and always grades very late. You'd get your homework back after the exam, in which majority of the questions are on. Class average is an F. ",04/03/2015,836306,N/A,,2,1,,poor,5.0,people,1,13,poor
,N/A,CSE531,No,good,WD,4,1,people,Really into it,45,awful,24170609,1,Not Mandatory,[],1.0,It's hard to express just how bad this professor is. First he uses his own webpage (circa 1996) instead of the ASU approved platform that everyone else does.  He uses google discussions that have not been cleaned up in years.  His assignments and solutions are posted all over the Internet.  His content is out of date and he is  arrogant.,12/22/2014,836306,Yes,,4,1,,poor,4.0,people,1,21,poor
,N/A,531,No,good,N/A,5,4,people,Sorta interested,45,average,23973598,1,N/A,[u'SO MANY PAPERS'],2.5,"Good professor if u consider  clarity, teaching style, etc. but you will get overview only. As far as grading is considered, he thinks he is doing some sort of public service. Questions will be repeated from previous years. Textbook recommended by him - Google & Wiki..(you are on your own if you want to have in-depth knowledge)",12/07/2014,836306,Yes,,0,1,,average,5.0,people,2.5,2,good
,N/A,CSE539,Yes,good,N/A,5,3,people,Low,45,average,23522929,1,Not Mandatory,[],3.0,Extremely difficult exams and no +/- grades. I would not recommend,08/12/2014,836306,N/A,,3,3,,average,5.0,people,3,2,average
,N/A,CSE430,No,good,B,5,2,people,Low,45,average,23239872,1,N/A,[],2.5,"Smart guy, awful professor. Explains concepts well but doesn't show how to use them (which makes projects harder than they should be). Hand-writes messy, disorganized notes on his tablet. Exams are impossible to prepare for and focus on obscure details not even found in the book/notes. Grades are never posted. Heavy curve, but no +/- grades. AVOID!",05/13/2014,836306,N/A,,2,3,,average,5.0,people,2.5,6,average
,N/A,CSE539,No,good,A,5,2,people,Really into it,45,poor,23233690,1,Not Mandatory,[],1.5,He may seem to be very conceptual in the beginning but has a lot of flaws in his teaching. Repeats previous year questions in the exam. So downside for those who dont have access to previous year papers. The worst part is his grading which is completely vague. One of the worst so far in ASU.,05/13/2014,836306,N/A,,2,1,,poor,5.0,people,1.5,2,average
,N/A,CSE430,No,good,N/A,4,3,person,Really into it,45,average,21756103,1,N/A,[],3.0,"I got a B but...take someone else. Really smart dude but cannot write exams.  Average for the midterm was just above 50%, average for the final was well below 50%.  He does a hard curve though and will only fail you if you really screw up.  His lectures don't follow the books very well.  Not helpful when approached with questions outside of class.",05/14/2013,836306,N/A,,1,3,,average,4.0,person,3,1,average
,N/A,CSE531,No,average,N/A,2,5,people,It's my life,45,awesome,20755917,1,N/A,[],4.5,The best professor I know. He will start things from ground zero if that is needed (even if it is assumed that you know it). This helps in understanding concepts in a crystal clear manner. His exams are tough but thought provoking which I really liked .,10/30/2012,836306,N/A,,5,4,,good,2.0,people,4.5,2,good
,N/A,CSE230,No,good,N/A,4,3,people,Low,45,average,20607723,1,N/A,[],2.5,Professor seems to know what he is talking about but present the lectures in a very disorganize matter. Test are hard to prepare for and projects are progressive. He does not give minus or plus grades so for people who find it hard to get higher than a 90 will fall short of a B,08/26/2012,836306,N/A,,1,2,,average,4.0,person,2.5,0,average
,N/A,CSE7480,No,good,N/A,5,1,people,It's my life,45,awful,19578541,1,N/A,[],1.0,Worst teacher ever. His tests are not based on what he teaches. There is literally no way to study for his exams.,12/20/2011,836306,N/A,,1,1,,poor,5.0,person,1,4,poor
,N/A,CSE230,Yes,average,N/A,2,4,person,Really into it,45,good,19222992,1,N/A,[],4.0,"He mostly teaches high level classes so requirements and directions weren't always well defined. Add to that it was his 1st time teaching 230, and you get an awkward combination. If you take him, make sure you understand the requirements (the material and hw), and read/study more than covered in class. open book/pc tests/quizzes! :)",11/12/2011,836306,N/A,,2,4,,good,2.0,people,4,1,good
,N/A,CSE230,Yes,good,N/A,5,1,people,Low,45,awful,19087339,1,N/A,[],1.0,"His notes looks like doodles by a 3 year old, every other class had assignments while he gave ridiculous amount of work and was just horrid, my eyes and ears bled in his lecture he is of NO HELP in office hours, his tests are unfair, and if not for curving the grade 80% of the class would have failed, with the other 20% getting low C's",10/19/2011,836306,N/A,,0,1,,poor,5.0,people,1,3,poor
,N/A,CSE539,No,good,N/A,5,5,people,Really into it,45,good,18892948,1,N/A,[],4.0,"He teaches very well with no slides and very good clarity. Notes would help with homework, but the exams are really really hard with open computer (no internet) and open notes. It's based on what he taught but with a huge twist. Probably around 4 homeworks and 1 test and 1 cumulative final. Do the homework early and ASK the TA your questions.",08/08/2011,836306,N/A,,0,3,,good,5.0,people,4,0,good
,N/A,EEE230,No,good,N/A,4,3,people,Low,45,poor,18437763,1,N/A,[],2.0,"He is C++ based. Even though Java is also a pre-req he didn't care because he didn't know how to do it. Know that this is another c++ class and isn't really assembly based. He doesn't make his own tests or hw so any questions you have he is just as confused. BE AWARE!!! He grades on curve at end, the projects are very hard for a 200 level class.",04/19/2011,836306,N/A,,0,1,,average,4.0,people,2,0,average
,N/A,CSE230,Yes,good,N/A,5,2,people,Really into it,45,poor,18345036,1,N/A,[],1.5,"As if CSE 230 wasn't hard enough, Dasgupta took it to a whole new level. SP11 was his first semester teaching this course (as he was learning it himself), and he gave projects that were very difficult and he barely knew how to teach the material needed to complete the projects, if at all. To get by, you'll have to &quot;self-teach&quot; 90% of the material.",04/01/2011,836306,N/A,,0,1,,poor,5.0,people,1.5,0,average
,N/A,CSE598,No,good,N/A,5,3,people,It's my life,45,poor,18317179,1,N/A,[],2.0,Teaches from wiki and isn't capable of answering any intelligent questions.  Gives little to no justification for his exam grading and can't even provide examples to support his claims.  Extremely pretentious and will treat you as an annoyance if you visit him during office hours.  Avoid like the plague!!!,03/27/2011,836306,N/A,,0,1,,average,5.0,people,2,0,average
,N/A,CSE466,No,average,N/A,3,4,people,It's my life,45,good,18171619,1,N/A,[],4.0,"Not the typical class model of show slides, study slides, regurgitate slides on exam. Key to this class is attend class and pay attention (novel concept for many students). Assignments are not difficult as long as you don't wait. Exams require student to understand material. Grading is curved, getting an A is very realistic if you understand info.",01/23/2011,836306,N/A,,0,4,,good,3.0,people,4,0,good
,N/A,CSE531,No,good,N/A,5,2,people,It's my life,45,average,18078503,1,N/A,[],3.0,"No textbook, open note tests - very hard. Tests are similar each year but difficult to prepare for. Professor is very hands-off but explains things well in lecture and if asked well in advance of test. Class percentages are horrible and curved at the end.",01/03/2011,836306,N/A,,0,4,,average,5.0,people,3,0,average
,N/A,CSE466,No,good,N/A,4,2,person,Low,45,poor,18015493,1,N/A,[],2.0,Very bad teacher. When students ask something he does not know the answer so he keeps talking about something else. Students are smarter than him. He grades exams very hard. He asks questions on exams that he himself doesn't know how to answer. Avoid him if you can. I did not have the comments about him here to know about him. You are lucky. AVOID.,12/21/2010,836306,N/A,,0,2,,average,4.0,people,2,1,average
,N/A,CSE531,No,good,N/A,4,2,people,Sorta interested,45,poor,17731178,1,N/A,[],2.0,This is a useless course & Professor is lazy to even change questions for exams and repeats it every year and grades them differently each year giving explanations that only he and a few nerds can understand. The lectures though interesting does not have depth and only touches most topics to make us get a feel of it but hey! this is of NO USE!,11/05/2010,836306,N/A,,0,2,,average,4.0,people,2,0,average
,N/A,CSE101,No,good,N/A,5,1,people,Sorta interested,45,awful,16704083,1,N/A,[],1.0,"I don't understand why ASU had him teach this class. Better for UD classes. We had two syllabi, both of which we did not follow. The lectures were confusing (he'd state what he would talk about and then go off on tangents for the entire class time) and were not related to the labs. There was little communication between him and the lab TA. AVOID!!!",01/10/2010,836306,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE430,No,good,N/A,4,4,people,Sorta interested,45,good,16397135,1,N/A,[],4.0,"Love the lectures, hate the exams.  Homework is easy and curved to the point of being unable to help your grade in any way.",11/19/2009,836306,N/A,,1,4,,good,4.0,person,4,0,good
,N/A,CSE531,No,good,N/A,4,1,people,Sorta interested,45,poor,16226661,1,N/A,[],2.0,"This professor is very ambiguous and unorganized.  There are no books used.  He does not give home work.  He grades project and tests at the end of the class, so you dont know how you are doing till the end of the class.  He is one of those professors who know the material but cant teach.  My recommendation is to avoid him.",10/08/2009,836306,N/A,,0,3,,average,4.0,people,2,0,poor
,N/A,CSE531,No,good,N/A,5,4,people,Sorta interested,45,average,15456280,1,N/A,[],3.0,"The Good:  Dasgupta is a very clear teacher, which is rare in computer science, and is obviously an expert on what he's talking about.  The Bad:  Exams are extremely difficult, and based entirely on his lecture.  Detailed notes are your only hope of passing, but lectures are extremely fast paced.  There are almost no other guided ways of learning.",02/11/2009,836306,N/A,,0,2,,average,5.0,people,3,0,good
,N/A,CSE466,No,good,N/A,4,3,people,Really into it,45,poor,14022179,1,N/A,[],2.0,"This professor is a perfect example of someone who is bright, but finally got tenure and just gave up trying.  Lectures are unprepared, grading is extremely subjective, and he seems right out of central casting as the lazy professor who takes no interest in students.  Avoid him!",01/19/2008,836306,N/A,,0,1,,average,4.0,people,2,0,average
,N/A,CSE430,Yes,average,N/A,3,5,people,Really into it,45,awesome,12495480,1,N/A,[],5.0,Has a wealth of knowledge about the material.  On of the few prof. that has understands what he is saying and makes an attempt to actually teach and not just relay information.  Grading is a little subjective.,11/30/2006,836306,N/A,,1,5,,good,3.0,person,5,0,good
,N/A,CSE539,N/A,good,N/A,4,5,people,It's my life,45,awesome,11745937,1,N/A,[],5.0,Interesting class.,04/22/2006,836306,N/A,,1,5,,good,4.0,person,5,0,good
,Yes,CSE450,No,average,A,3,4,people,It's my life,45,good,25465591,1,N/A,[u'Amazing lectures'],4.0,"Xue has been my favourite teacher this semester. He's completely understandable and nice. He really does care a LOT about students. I really haven't seen this ""binary"" grading that people complained about so much, test was easy.",11/21/2015,556430,Yes,,6,4,,good,3.0,people,4,2,good
,Yes,CSE450,No,average,A,3,5,people,It's my life,45,awesome,25381845,1,N/A,[],5.0,"Xue is very smart and knows the material well.  While the material is difficult, he gives thorough examples and goes over concepts repeatedly to make sure students understand.  He's also decently funny and his lectures are interesting.  Would highly recommend.",11/10/2015,556430,Yes,,5,5,,good,3.0,people,5,5,good
,N/A,CSE310,Yes,average,N/A,3,3,person,It's my life,45,average,22703948,1,N/A,[],2.5,"Despite what others say, Xue IS a descent professor. His binary grading is rather difficult, but it's a good challenge. I rarely used the book, but it was very helpful for a few of the concepts. The topics in the class are tough but if you take the time to study and you're fairly familiar with c and c++, you'll do just fine.",01/06/2014,556430,N/A,,9,2,,average,3.0,people,2.5,1,average
,N/A,CSE310,Yes,average,N/A,2,4,people,It's my life,45,good,22530341,3,Not Mandatory,[],4.0,"Xue is a great teacher. If you put in the work and effort, you will learn a lot. I definetly recommend him.",12/12/2013,556430,N/A,,7,4,,good,2.0,people,4,0,good
,N/A,CSE310,Yes,good,N/A,4,1,people,Really into it,45,awful,22529954,1,Not Mandatory,[],1.0,"He grades individual questions on the homework and tests as binary: either full credit or 0 credit. In one homework, I put an otherwise completely correct answer formatted as (x, y) when he wanted <x, y> and I missed 10 out of 50 points on it, which ended up being 1% of the overall grade.",12/12/2013,556430,N/A,,0,1,,poor,4.0,people,1,3,poor
,N/A,CSE310,Yes,good,N/A,5,3,person,Really into it,45,good,22520423,3,Not Mandatory,[],4.0,"VERY OLD SCHOOL. It is true that his system of grading is pretty harsh (he says it's ""binary""--you are either right or wrong) and his lectures are a tad bit disorganized but he is not bad at teaching by any means. He is very happy to answer questions and has great enthusiasm for the subject and his students. I would gladly take another class w/ him",12/12/2013,556430,N/A,,2,5,,good,5.0,people,4,1,average
,N/A,CSE310,Yes,good,N/A,4,1,people,Really into it,45,awful,22495971,1,Not Mandatory,[],1.0,"I believe he is the single worst teacher I have had. His lectures are not clear, and he can not solve half the problems he shows. The Projects aren't too bad until you see how he tests them. (using inputs that are out of bound and sell expects a correct output) IF YOU CAN ADVOID XUE!!",12/10/2013,556430,N/A,,0,1,,poor,4.0,people,1,3,poor
,N/A,CSE310,No,good,N/A,4,3,person,Really into it,45,poor,22450946,1,N/A,[],2.0,"Unreasonably harsh grader -- NO partial credit. HW/exams are medium difficulty, but expect no lenience. Small mistakes will kill your grade. In his words, ""You will never receive the benefit of the doubt in my class."" Always seems to think students are slacking. Explains concepts fairly well, but generally unhelpful and stubborn. AVOID!",12/06/2013,556430,N/A,,0,1,,average,4.0,people,2,1,average
,N/A,CSE310,Yes,average,N/A,3,3,person,Really into it,45,poor,22445680,1,Not Mandatory,[],2.0,"He basically will talk up his class like its the hardest class you will ever take. He is full of BS. Do not listen to his threats and his lies about the difficulty of the class and you will do fine. Only 3 programming projects that are easy and 4 home works. Cake. He is a good teacher just has bad case of ""big bad teacher"" disease.",12/05/2013,556430,N/A,,0,1,,average,3.0,people,2,1,average
,N/A,CSE310,Yes,good,N/A,5,1,people,Really into it,45,awful,22398477,1,Mandatory,[],1.0,Horrible in every way conceivable. Does NOT care about students' learning of material. AVOID AVOID AVOID,11/27/2013,556430,N/A,,0,1,,poor,5.0,people,1,2,poor
,N/A,CSE310,Yes,good,N/A,5,1,people,Really into it,45,awful,22386132,1,N/A,[],1.0,The worst instructor I've ever had. Absolutely do NOT ever take ANY class from him.,11/25/2013,556430,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,5,1,people,Sorta interested,45,poor,22354953,1,N/A,[],1.5,Binary grading and confusingly vague assignment guidelines that change every time you talk to him. Plan out your schedule to take this course in a semester when he is not teaching. 0/10 do not recommend.,11/20/2013,556430,N/A,,0,2,,poor,5.0,people,1.5,0,poor
,N/A,CSE310,No,good,N/A,5,1,people,Meh,45,awful,22311260,1,N/A,[],1.0,"The question is, is professor Xue a good professor? The answer is NO!!!! He has no right to criticize students reporting him to the dean. Doesn't teach and expects you to magically know the material without it being taught in class. Won't explain the math part of cases even though we didn't learn all of it in Calc classes. Prof should retake ENG :)",11/13/2013,556430,N/A,,0,1,,poor,5.0,people,1,2,poor
,N/A,CSE310,No,good,N/A,4,1,person,Sorta interested,45,awful,22262134,1,N/A,[],1.0,"No one should ever take any class with this professor, ever.",11/05/2013,556430,N/A,,0,1,,poor,4.0,people,1,1,poor
,N/A,CSE310,No,good,N/A,5,1,people,Sorta interested,45,awful,22190632,1,N/A,[],1.0,"Agree with the poster below. This is the worst professor ever. Doesn't care about students, either you get the exam questions fully correct or it is wrong, will never answer emails, not hearable in lecture, makes fun of students in class, and so much more. AVOID! Take someone else if possible.",10/18/2013,556430,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,4,1,people,Really into it,45,awful,22190613,1,N/A,[],1.0,"This is the worst professor ever. Does not care about students, either you get the exam questions fully correct or it is wrong, will never answer emails, not hearable in lecture, makes fun of students in class, and so much more. This is definitely the absolute worst professor at ASU. AVOID! Take someone else if possible.",10/18/2013,556430,N/A,,0,1,,poor,4.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,5,1,person,Meh,45,awful,22138124,1,Mandatory,[],1.0,Worst professor with no real world experience compared to other professors who are 10 times smarter than him and also teach the material much better. I got an A because I withdrew at the beginning and took it with someone else. One word AVOID!!!! also he talks very low to where you cannot hear regarding important stuff. Blocks the notes with body.,09/24/2013,556430,N/A,,0,1,,poor,5.0,people,1,1,poor
,N/A,CSE310,No,good,N/A,4,3,people,Really into it,45,average,21223737,1,N/A,[],3.0,He definitely knows his stuff. The class is a pre-req for the rest of the classes in the major so it is very involved. As long as you don't procrastinate the homework and ask him questions when you don't understand anything you will do great!,01/07/2013,556430,N/A,,0,3,,average,4.0,people,3,0,average
,N/A,CSE310,No,good,N/A,5,2,people,Low,45,poor,21221609,1,N/A,[],1.5,Probably the single worst teacher I have ever had.,01/07/2013,556430,N/A,,0,1,,poor,5.0,people,1.5,0,average
,N/A,CSE310,Yes,average,N/A,3,4,people,It's my life,45,good,19785074,3,N/A,[],3.5,"The professor is a funny guy. In  his class, you need to work together. His slides are not the most helpful, but the general answers to all your problems is in pseudo code in the book. Test are extremely hard and I spent plenty of hours preparing for them. But in fairness, this is the pre-req to everything else in your degree, it should be hard.",01/30/2012,556430,N/A,,0,3,,average,3.0,people,3.5,0,good
,Yes,CSE450,No,average,A,3,4,people,It's my life,45,good,25465591,1,N/A,[u'Amazing lectures'],4.0,"Xue has been my favourite teacher this semester. He's completely understandable and nice. He really does care a LOT about students. I really haven't seen this ""binary"" grading that people complained about so much, test was easy.",11/21/2015,556430,Yes,,6,4,,good,3.0,people,4,2,good
,Yes,CSE450,No,average,A,3,5,people,It's my life,45,awesome,25381845,1,N/A,[],5.0,"Xue is very smart and knows the material well.  While the material is difficult, he gives thorough examples and goes over concepts repeatedly to make sure students understand.  He's also decently funny and his lectures are interesting.  Would highly recommend.",11/10/2015,556430,Yes,,5,5,,good,3.0,people,5,5,good
,N/A,CSE310,Yes,average,N/A,3,3,person,It's my life,45,average,22703948,1,N/A,[],2.5,"Despite what others say, Xue IS a descent professor. His binary grading is rather difficult, but it's a good challenge. I rarely used the book, but it was very helpful for a few of the concepts. The topics in the class are tough but if you take the time to study and you're fairly familiar with c and c++, you'll do just fine.",01/06/2014,556430,N/A,,9,2,,average,3.0,people,2.5,1,average
,N/A,CSE310,Yes,average,N/A,2,4,people,It's my life,45,good,22530341,3,Not Mandatory,[],4.0,"Xue is a great teacher. If you put in the work and effort, you will learn a lot. I definetly recommend him.",12/12/2013,556430,N/A,,7,4,,good,2.0,people,4,0,good
,N/A,CSE310,Yes,good,N/A,4,1,people,Really into it,45,awful,22529954,1,Not Mandatory,[],1.0,"He grades individual questions on the homework and tests as binary: either full credit or 0 credit. In one homework, I put an otherwise completely correct answer formatted as (x, y) when he wanted <x, y> and I missed 10 out of 50 points on it, which ended up being 1% of the overall grade.",12/12/2013,556430,N/A,,0,1,,poor,4.0,people,1,3,poor
,N/A,CSE310,Yes,good,N/A,5,3,person,Really into it,45,good,22520423,3,Not Mandatory,[],4.0,"VERY OLD SCHOOL. It is true that his system of grading is pretty harsh (he says it's ""binary""--you are either right or wrong) and his lectures are a tad bit disorganized but he is not bad at teaching by any means. He is very happy to answer questions and has great enthusiasm for the subject and his students. I would gladly take another class w/ him",12/12/2013,556430,N/A,,2,5,,good,5.0,people,4,1,average
,N/A,CSE310,Yes,good,N/A,4,1,people,Really into it,45,awful,22495971,1,Not Mandatory,[],1.0,"I believe he is the single worst teacher I have had. His lectures are not clear, and he can not solve half the problems he shows. The Projects aren't too bad until you see how he tests them. (using inputs that are out of bound and sell expects a correct output) IF YOU CAN ADVOID XUE!!",12/10/2013,556430,N/A,,0,1,,poor,4.0,people,1,3,poor
,N/A,CSE310,No,good,N/A,4,3,person,Really into it,45,poor,22450946,1,N/A,[],2.0,"Unreasonably harsh grader -- NO partial credit. HW/exams are medium difficulty, but expect no lenience. Small mistakes will kill your grade. In his words, ""You will never receive the benefit of the doubt in my class."" Always seems to think students are slacking. Explains concepts fairly well, but generally unhelpful and stubborn. AVOID!",12/06/2013,556430,N/A,,0,1,,average,4.0,people,2,1,average
,N/A,CSE310,Yes,average,N/A,3,3,person,Really into it,45,poor,22445680,1,Not Mandatory,[],2.0,"He basically will talk up his class like its the hardest class you will ever take. He is full of BS. Do not listen to his threats and his lies about the difficulty of the class and you will do fine. Only 3 programming projects that are easy and 4 home works. Cake. He is a good teacher just has bad case of ""big bad teacher"" disease.",12/05/2013,556430,N/A,,0,1,,average,3.0,people,2,1,average
,N/A,CSE310,Yes,good,N/A,5,1,people,Really into it,45,awful,22398477,1,Mandatory,[],1.0,Horrible in every way conceivable. Does NOT care about students' learning of material. AVOID AVOID AVOID,11/27/2013,556430,N/A,,0,1,,poor,5.0,people,1,2,poor
,N/A,CSE310,Yes,good,N/A,5,1,people,Really into it,45,awful,22386132,1,N/A,[],1.0,The worst instructor I've ever had. Absolutely do NOT ever take ANY class from him.,11/25/2013,556430,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,5,1,people,Sorta interested,45,poor,22354953,1,N/A,[],1.5,Binary grading and confusingly vague assignment guidelines that change every time you talk to him. Plan out your schedule to take this course in a semester when he is not teaching. 0/10 do not recommend.,11/20/2013,556430,N/A,,0,2,,poor,5.0,people,1.5,0,poor
,N/A,CSE310,No,good,N/A,5,1,people,Meh,45,awful,22311260,1,N/A,[],1.0,"The question is, is professor Xue a good professor? The answer is NO!!!! He has no right to criticize students reporting him to the dean. Doesn't teach and expects you to magically know the material without it being taught in class. Won't explain the math part of cases even though we didn't learn all of it in Calc classes. Prof should retake ENG :)",11/13/2013,556430,N/A,,0,1,,poor,5.0,people,1,2,poor
,N/A,CSE310,No,good,N/A,4,1,person,Sorta interested,45,awful,22262134,1,N/A,[],1.0,"No one should ever take any class with this professor, ever.",11/05/2013,556430,N/A,,0,1,,poor,4.0,people,1,1,poor
,N/A,CSE310,No,good,N/A,5,1,people,Sorta interested,45,awful,22190632,1,N/A,[],1.0,"Agree with the poster below. This is the worst professor ever. Doesn't care about students, either you get the exam questions fully correct or it is wrong, will never answer emails, not hearable in lecture, makes fun of students in class, and so much more. AVOID! Take someone else if possible.",10/18/2013,556430,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,4,1,people,Really into it,45,awful,22190613,1,N/A,[],1.0,"This is the worst professor ever. Does not care about students, either you get the exam questions fully correct or it is wrong, will never answer emails, not hearable in lecture, makes fun of students in class, and so much more. This is definitely the absolute worst professor at ASU. AVOID! Take someone else if possible.",10/18/2013,556430,N/A,,0,1,,poor,4.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,5,1,person,Meh,45,awful,22138124,1,Mandatory,[],1.0,Worst professor with no real world experience compared to other professors who are 10 times smarter than him and also teach the material much better. I got an A because I withdrew at the beginning and took it with someone else. One word AVOID!!!! also he talks very low to where you cannot hear regarding important stuff. Blocks the notes with body.,09/24/2013,556430,N/A,,0,1,,poor,5.0,people,1,1,poor
,N/A,CSE310,No,good,N/A,4,3,people,Really into it,45,average,21223737,1,N/A,[],3.0,He definitely knows his stuff. The class is a pre-req for the rest of the classes in the major so it is very involved. As long as you don't procrastinate the homework and ask him questions when you don't understand anything you will do great!,01/07/2013,556430,N/A,,0,3,,average,4.0,people,3,0,average
,N/A,CSE310,No,good,N/A,5,2,people,Low,45,poor,21221609,1,N/A,[],1.5,Probably the single worst teacher I have ever had.,01/07/2013,556430,N/A,,0,1,,poor,5.0,people,1.5,0,average
,N/A,CSE310,Yes,average,N/A,3,4,people,It's my life,45,good,19785074,3,N/A,[],3.5,"The professor is a funny guy. In  his class, you need to work together. His slides are not the most helpful, but the general answers to all your problems is in pseudo code in the book. Test are extremely hard and I spent plenty of hours preparing for them. But in fairness, this is the pre-req to everything else in your degree, it should be hard.",01/30/2012,556430,N/A,,0,3,,average,3.0,people,3.5,0,good
,N/A,CSE310,Yes,good,N/A,4,2,people,Sorta interested,45,average,19592841,1,N/A,[],2.5,"To his credit he actually is a nice guy and has good intentions it's just that the lectures need to be presented in a more clear, simpler manner. Just too fast and not clear enough. Plus some test questions were curveballs. I think he thinks the grades are not better because of effort but it seems to be more a matter of more clarity needed overall.",12/21/2011,556430,N/A,,0,3,,average,4.0,people,2.5,2,average
,N/A,CSE310,Yes,good,N/A,4,2,people,Sorta interested,45,average,19550451,1,N/A,[],2.5,"Something about this class was just beastly from the get-go. Lectures were not very useful, I believe I passed by reading the book. This class gave me alot of stress, like a more than usual amount. Having said all that i did enjoy doing the  red black tree, but i had good preparation in C from a previous course. The TA's were  cool and helpful.",12/17/2011,556430,N/A,,0,3,,average,4.0,people,2.5,0,average
,N/A,CSE310,Yes,good,N/A,5,1,people,Sorta interested,45,poor,19445888,1,N/A,[],1.5,"Horrible class...by far the worst I've taken at ASU. The final project was practically impossible if you did not have 400 level programming skills before entering the class(even though the prereq was cse205), and he did not grade using the criteria listed on the assignment page. The assignments also had a ton of material he never covered in class.",12/09/2011,556430,N/A,,0,2,,poor,5.0,people,1.5,0,poor
,N/A,CSE310,Yes,good,N/A,5,1,people,Low,45,awful,19393112,1,N/A,[],1.0,"One word.... AVOID!!! He explains the materials as you have taken it before. Expect you to know everything from first time without a mistake, if you do a mistake you get a 0!!! He is a nice guy but ... his way of teaching is horrible.",12/06/2011,556430,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE310,No,good,N/A,5,4,people,It's my life,45,average,19278112,1,N/A,[],3.0,"Extremely arrogant. If you take his class, it is the only one that matters. You will be punished for what you learned in previous classes (eg you must only use his merge sort). He is an awful teacher, but you will work your butt off if you want to graduate, so you will come out believing he was good (look up effort justification). Avoid.",11/18/2011,556430,N/A,,0,2,,average,5.0,people,3,0,good
,N/A,CSE310,No,good,N/A,4,3,people,Really into it,45,average,19091971,1,N/A,[],2.5,"Difficult professor. He isn't a bad teacher per se, but he expects you to understand the material perfectly the first time. Tests are very hard.",10/21/2011,556430,N/A,,0,2,,average,4.0,people,2.5,0,average
